0, 0, 0, 0, 0, 0.0
0, 0, 1, 0, 0, 0.0
0, 0, 2, 0, 0, 0.0
0, 0, 3, 0, 0, 0.0
0, 0, 4, 0, 0, 0.0
0, 0, 5, 0, 0, 0.0
0, 0, 6, 0, 0, 0.0
0, 0, 7, 0, 0, 0.0
0, 0, 8, 0, 0, 0.0
0, 0, 9, 0, 0, 0.0
0, 0, 10, 0, 0, 0.0
0, 0, 11, 0, 0, 0.0
0, 0, 12, 0, 0, 0.0
0, 0, 13, 0, 0, 0.0
0, 0, 14, 0, 0, 0.0
0, 0, 15, 0, 0, 0.0
0, 0, 16, 0, 0, 0.0
0, 0, 17, 0, 0, 0.0
0, 0, 18, 0, 0, 0.0
0, 0, 19, 0, 0, 0.0
0, 0, 20, 0, 0, 0.0
0, 1, 0, 0, 0, 0.0
0, 1, 1, 0, 0, 0.0
0, 1, 2, 0, 0, 0.0
0, 1, 3, 0, 0, 0.0
0, 1, 4, 0, 0, 0.0
0, 1, 5, 0, 0, 0.0
0, 1, 6, 0, 0, 0.0
0, 1, 7, 0, 0, 0.0
0, 1, 8, 0, 0, 0.0
0, 1, 9, 0, 0, 0.0
0, 1, 10, 0, 0, 0.0
0, 1, 11, 0, 0, 0.0
0, 1, 12, 0, 0, 0.0
0, 1, 13, 0, 0, 0.0
0, 1, 14, 0, 0, 0.0
0, 1, 15, 0, 0, 0.0
0, 1, 16, 0, 0, 0.0
0, 1, 17, 0, 0, 0.0
0, 1, 18, 0, 0, 0.0
0, 1, 19, 0, 0, 0.0
0, 1, 20, 0, 0, 0.0
1, 0, 0, 0, 0, 0.0
1, 0, 1, 0, 0, 0.0
1, 0, 2, 0, 0, 0.0
1, 0, 3, 0, 0, 0.0
1, 0, 4, 0, 0, 0.0
1, 0, 5, 0, 0, 0.0
1, 0, 6, 0, 0, 0.0
1, 0, 7, 0, 0, 0.0
1, 0, 8, 0, 0, 0.0
1, 0, 9, 0, 0, 0.0
1, 0, 10, 0, 0, 0.0
1, 0, 11, 0, 0, 0.0
1, 0, 12, 0, 0, 0.0
1, 0, 13, 0, 0, 0.0
1, 0, 14, 0, 0, 0.0
1, 0, 15, 0, 0, 0.0
1, 0, 16, 0, 0, 0.0
1, 0, 17, 0, 0, 0.0
1, 0, 18, 0, 0, 0.0
1, 0, 19, 0, 0, 0.0
1, 0, 20, 0, 0, 0.0
1, 1, 0, 0, 0, 0.0
1, 1, 1, 0, 0, 0.0
1, 1, 2, 0, 0, 0.0
1, 1, 3, 0, 0, 0.0
1, 1, 4, 0, 0, 0.0
1, 1, 5, 0, 0, 0.0
1, 1, 6, 0, 0, 0.0
1, 1, 7, 0, 0, 0.0
1, 1, 8, 0, 0, 0.0
1, 1, 9, 0, 0, 0.0
1, 1, 10, 0, 0, 0.0
1, 1, 11, 0, 0, 0.0
1, 1, 12, 0, 0, 0.0
1, 1, 13, 0, 0, 0.0
1, 1, 14, 0, 0, 0.0
1, 1, 15, 0, 0, 0.0
1, 1, 16, 0, 0, 0.0
1, 1, 17, 0, 0, 0.0
1, 1, 18, 0, 0, 0.0
1, 1, 19, 0, 0, 0.0
1, 1, 20, 0, 0, 0.0
2, 0, 0, 190, 450, -2.960632059512136e-07
2, 0, 1, 204, 423, -0.010923312976956367
2, 0, 2, 230, 399, -0.01757780835032463
2, 0, 3, 249, 382, -0.02478836104273796
2, 0, 4, 261, 366, -0.02948104403913021
2, 0, 5, 256, 426, -0.006387520115822554
2, 0, 6, 287, 420, -0.019706780090928078
2, 0, 7, 275, 420, -0.028976479545235634
2, 0, 8, 261, 422, -0.032662250101566315
2, 0, 9, 259, 445, -0.0073755234479904175
2, 0, 10, 290, 445, -0.01537414826452732
2, 0, 11, 282, 444, -0.01995542086660862
2, 0, 12, 270, 445, -0.022454746067523956
